group,group_active,proj,proj_active,proj_topics,group_topics
human-dynamics,True,DeepShop: Understanding Purchase Patterns via Deep Learning,True,,"#robotics,#design,#art,#artificial intelligence,#banking and finance,#civic technology,#cognition,#communications,#consumer electronics,#crowdsourcing,#cryptocurrency,#data,#developing countries,#economy,#entertainment,#extended intelligence,#fashion,#government,#health,#human-machine interaction,#kids,#learning,#music,#networks,#open source,#perception,#politics,#privacy,#security,#social media,#systems,#transportation,#urban planning,#wearable computing,#sensors,#networking,#social science,#machine learning,#collective intelligence,#behavioral science,#social robotics,#nonverbal behavior,#blockchain,#ethics,#trust,#computer science,#mapping,#archives,#data visualization,#history,#wellbeing"
human-dynamics,True,Social Physics of Unemployment,True,"#data,#economy,#politics,#wearable computing,#social science,#behavioral science,#computer science","#robotics,#design,#art,#artificial intelligence,#banking and finance,#civic technology,#cognition,#communications,#consumer electronics,#crowdsourcing,#cryptocurrency,#data,#developing countries,#economy,#entertainment,#extended intelligence,#fashion,#government,#health,#human-machine interaction,#kids,#learning,#music,#networks,#open source,#perception,#politics,#privacy,#security,#social media,#systems,#transportation,#urban planning,#wearable computing,#sensors,#networking,#social science,#machine learning,#collective intelligence,#behavioral science,#social robotics,#nonverbal behavior,#blockchain,#ethics,#trust,#computer science,#mapping,#archives,#data visualization,#history,#wellbeing"
human-dynamics,True,The Ripple Effect: You Are More Influential Than You Think,True,"#data,#social science,#machine learning,#behavioral science","#robotics,#design,#art,#artificial intelligence,#banking and finance,#civic technology,#cognition,#communications,#consumer electronics,#crowdsourcing,#cryptocurrency,#data,#developing countries,#economy,#entertainment,#extended intelligence,#fashion,#government,#health,#human-machine interaction,#kids,#learning,#music,#networks,#open source,#perception,#politics,#privacy,#security,#social media,#systems,#transportation,#urban planning,#wearable computing,#sensors,#networking,#social science,#machine learning,#collective intelligence,#behavioral science,#social robotics,#nonverbal behavior,#blockchain,#ethics,#trust,#computer science,#mapping,#archives,#data visualization,#history,#wellbeing"
affective-computing,True,Learning via Social Awareness: Improving Sketch Representations with Facial Feedback,True,"#artificial intelligence,#machine learning,#affective computing","#robotics,#design,#virtual reality,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#economy,#fashion,#health,#human-machine interaction,#kids,#learning,#music,#neurobiology,#synthetic biology,#urban planning,#wearable computing,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#affective computing,#computer science,#space,#biology,#biomechanics,#data visualization,#biotechnology,#electrical engineering,#gesture interface,#wellbeing,#autism research,#physiology,#human augmentation,#bionics,#health,#wearable computing,#machine learning,#data,#wearable computing,#behavioral science,#wellbeing,#human-machine interaction,#perception,#machine learning,#robotics,#cognition,#data,#crowdsourcing,#social media,#human-machine interaction,#music,#affective computing,#health,#wearable computing,#affective computing,#human-machine interaction,#music,#affective computing,#data,#health,#machine learning,#health,#wearable computing,#health,#wearable computing"
affective-computing,True,Emotion/wellbeing x skincare cosmetics,True,#wellbeing,"#robotics,#design,#virtual reality,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#economy,#fashion,#health,#human-machine interaction,#kids,#learning,#music,#neurobiology,#synthetic biology,#urban planning,#wearable computing,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#affective computing,#computer science,#space,#biology,#biomechanics,#data visualization,#biotechnology,#electrical engineering,#gesture interface,#wellbeing,#autism research,#physiology,#human augmentation,#bionics,#health,#wearable computing,#machine learning,#data,#wearable computing,#behavioral science,#wellbeing,#human-machine interaction,#perception,#machine learning,#robotics,#cognition,#data,#crowdsourcing,#social media,#human-machine interaction,#music,#affective computing,#health,#wearable computing,#affective computing,#human-machine interaction,#music,#affective computing,#data,#health,#machine learning,#health,#wearable computing,#health,#wearable computing"
affective-computing,True,BrainBeat: Breath-Based Music Therapy,True,"#human-machine interaction,#music,#affective computing","#robotics,#design,#virtual reality,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#economy,#fashion,#health,#human-machine interaction,#kids,#learning,#music,#neurobiology,#synthetic biology,#urban planning,#wearable computing,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#affective computing,#computer science,#space,#biology,#biomechanics,#data visualization,#biotechnology,#electrical engineering,#gesture interface,#wellbeing,#autism research,#physiology,#human augmentation,#bionics,#health,#wearable computing,#machine learning,#data,#wearable computing,#behavioral science,#wellbeing,#human-machine interaction,#perception,#machine learning,#robotics,#cognition,#data,#crowdsourcing,#social media,#human-machine interaction,#music,#affective computing,#health,#wearable computing,#affective computing,#human-machine interaction,#music,#affective computing,#data,#health,#machine learning,#health,#wearable computing,#health,#wearable computing"
affective-computing,True,Personalized Machine Learning for Future Health,True,"#human-machine interaction,#pharmaceuticals,#machine learning,#affective computing,#human augmentation","#robotics,#design,#virtual reality,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#economy,#fashion,#health,#human-machine interaction,#kids,#learning,#music,#neurobiology,#synthetic biology,#urban planning,#wearable computing,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#affective computing,#computer science,#space,#biology,#biomechanics,#data visualization,#biotechnology,#electrical engineering,#gesture interface,#wellbeing,#autism research,#physiology,#human augmentation,#bionics,#health,#wearable computing,#machine learning,#data,#wearable computing,#behavioral science,#wellbeing,#human-machine interaction,#perception,#machine learning,#robotics,#cognition,#data,#crowdsourcing,#social media,#human-machine interaction,#music,#affective computing,#health,#wearable computing,#affective computing,#human-machine interaction,#music,#affective computing,#data,#health,#machine learning,#health,#wearable computing,#health,#wearable computing"
living-mobile,True,HyperCubes: Learning computational concepts in Augmented Reality,True,"#design,#augmented reality,#learning,#machine learning","#human-computer interaction,#art,#augmented reality,#bioengineering,#communications,#fashion,#human-machine interaction,#networks,#security,#storytelling,#wearable computing,#sensors,#interfaces,#social science,#archives,#data visualization,#history,#gesture interface,#robotics,#fashion,#human-machine interaction,#fashion,#wearable computing,#art,#fashion,#wearable computing,#fashion,#wearable computing,#human-machine interaction,#wearable computing"
affective-computing,True,Machine Learning for Pain Measurement,True,#affective computing,"#robotics,#design,#virtual reality,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#economy,#fashion,#health,#human-machine interaction,#kids,#learning,#music,#neurobiology,#synthetic biology,#urban planning,#wearable computing,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#affective computing,#computer science,#space,#biology,#biomechanics,#data visualization,#biotechnology,#electrical engineering,#gesture interface,#wellbeing,#autism research,#physiology,#human augmentation,#bionics,#health,#wearable computing,#machine learning,#data,#wearable computing,#behavioral science,#wellbeing,#human-machine interaction,#perception,#machine learning,#robotics,#cognition,#data,#crowdsourcing,#social media,#human-machine interaction,#music,#affective computing,#health,#wearable computing,#affective computing,#human-machine interaction,#music,#affective computing,#data,#health,#machine learning,#health,#wearable computing,#health,#wearable computing"
affective-computing,True,Injection Study,True,,"#robotics,#design,#virtual reality,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#economy,#fashion,#health,#human-machine interaction,#kids,#learning,#music,#neurobiology,#synthetic biology,#urban planning,#wearable computing,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#affective computing,#computer science,#space,#biology,#biomechanics,#data visualization,#biotechnology,#electrical engineering,#gesture interface,#wellbeing,#autism research,#physiology,#human augmentation,#bionics,#health,#wearable computing,#machine learning,#data,#wearable computing,#behavioral science,#wellbeing,#human-machine interaction,#perception,#machine learning,#robotics,#cognition,#data,#crowdsourcing,#social media,#human-machine interaction,#music,#affective computing,#health,#wearable computing,#affective computing,#human-machine interaction,#music,#affective computing,#data,#health,#machine learning,#health,#wearable computing,#health,#wearable computing"
affective-computing,True,Understanding emotions in multiple sclerosis patients,True,,"#robotics,#design,#virtual reality,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#economy,#fashion,#health,#human-machine interaction,#kids,#learning,#music,#neurobiology,#synthetic biology,#urban planning,#wearable computing,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#affective computing,#computer science,#space,#biology,#biomechanics,#data visualization,#biotechnology,#electrical engineering,#gesture interface,#wellbeing,#autism research,#physiology,#human augmentation,#bionics,#health,#wearable computing,#machine learning,#data,#wearable computing,#behavioral science,#wellbeing,#human-machine interaction,#perception,#machine learning,#robotics,#cognition,#data,#crowdsourcing,#social media,#human-machine interaction,#music,#affective computing,#health,#wearable computing,#affective computing,#human-machine interaction,#music,#affective computing,#data,#health,#machine learning,#health,#wearable computing,#health,#wearable computing"
affective-computing,True,Electrocardiogram collection in noisy ambulatory environments with Android smartphone devices,True,,"#robotics,#design,#virtual reality,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#economy,#fashion,#health,#human-machine interaction,#kids,#learning,#music,#neurobiology,#synthetic biology,#urban planning,#wearable computing,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#affective computing,#computer science,#space,#biology,#biomechanics,#data visualization,#biotechnology,#electrical engineering,#gesture interface,#wellbeing,#autism research,#physiology,#human augmentation,#bionics,#health,#wearable computing,#machine learning,#data,#wearable computing,#behavioral science,#wellbeing,#human-machine interaction,#perception,#machine learning,#robotics,#cognition,#data,#crowdsourcing,#social media,#human-machine interaction,#music,#affective computing,#health,#wearable computing,#affective computing,#human-machine interaction,#music,#affective computing,#data,#health,#machine learning,#health,#wearable computing,#health,#wearable computing"
affective-computing,True,Emotional Navigation,True,"#interfaces,#affective computing,#autonomous vehicles","#robotics,#design,#virtual reality,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#economy,#fashion,#health,#human-machine interaction,#kids,#learning,#music,#neurobiology,#synthetic biology,#urban planning,#wearable computing,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#affective computing,#computer science,#space,#biology,#biomechanics,#data visualization,#biotechnology,#electrical engineering,#gesture interface,#wellbeing,#autism research,#physiology,#human augmentation,#bionics,#health,#wearable computing,#machine learning,#data,#wearable computing,#behavioral science,#wellbeing,#human-machine interaction,#perception,#machine learning,#robotics,#cognition,#data,#crowdsourcing,#social media,#human-machine interaction,#music,#affective computing,#health,#wearable computing,#affective computing,#human-machine interaction,#music,#affective computing,#data,#health,#machine learning,#health,#wearable computing,#health,#wearable computing"
affective-computing,True,WorldBeat: Hearing the World Differently,True,#affective computing,"#robotics,#design,#virtual reality,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#economy,#fashion,#health,#human-machine interaction,#kids,#learning,#music,#neurobiology,#synthetic biology,#urban planning,#wearable computing,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#affective computing,#computer science,#space,#biology,#biomechanics,#data visualization,#biotechnology,#electrical engineering,#gesture interface,#wellbeing,#autism research,#physiology,#human augmentation,#bionics,#health,#wearable computing,#machine learning,#data,#wearable computing,#behavioral science,#wellbeing,#human-machine interaction,#perception,#machine learning,#robotics,#cognition,#data,#crowdsourcing,#social media,#human-machine interaction,#music,#affective computing,#health,#wearable computing,#affective computing,#human-machine interaction,#music,#affective computing,#data,#health,#machine learning,#health,#wearable computing,#health,#wearable computing"
affective-computing,True,Improving Wellbeing Prediction Performance Using Temporal Machine Learning Models,True,#affective computing,"#robotics,#design,#virtual reality,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#economy,#fashion,#health,#human-machine interaction,#kids,#learning,#music,#neurobiology,#synthetic biology,#urban planning,#wearable computing,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#affective computing,#computer science,#space,#biology,#biomechanics,#data visualization,#biotechnology,#electrical engineering,#gesture interface,#wellbeing,#autism research,#physiology,#human augmentation,#bionics,#health,#wearable computing,#machine learning,#data,#wearable computing,#behavioral science,#wellbeing,#human-machine interaction,#perception,#machine learning,#robotics,#cognition,#data,#crowdsourcing,#social media,#human-machine interaction,#music,#affective computing,#health,#wearable computing,#affective computing,#human-machine interaction,#music,#affective computing,#data,#health,#machine learning,#health,#wearable computing,#health,#wearable computing"
affective-computing,True,Improving Wellbeing for Office Workers,True,#affective computing,"#robotics,#design,#virtual reality,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#economy,#fashion,#health,#human-machine interaction,#kids,#learning,#music,#neurobiology,#synthetic biology,#urban planning,#wearable computing,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#affective computing,#computer science,#space,#biology,#biomechanics,#data visualization,#biotechnology,#electrical engineering,#gesture interface,#wellbeing,#autism research,#physiology,#human augmentation,#bionics,#health,#wearable computing,#machine learning,#data,#wearable computing,#behavioral science,#wellbeing,#human-machine interaction,#perception,#machine learning,#robotics,#cognition,#data,#crowdsourcing,#social media,#human-machine interaction,#music,#affective computing,#health,#wearable computing,#affective computing,#human-machine interaction,#music,#affective computing,#data,#health,#machine learning,#health,#wearable computing,#health,#wearable computing"
affective-computing,True,EMMA: An Emotionally Intelligent Personal Assistant for Improving Wellbeing,True,"#health,#interfaces","#robotics,#design,#virtual reality,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#economy,#fashion,#health,#human-machine interaction,#kids,#learning,#music,#neurobiology,#synthetic biology,#urban planning,#wearable computing,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#affective computing,#computer science,#space,#biology,#biomechanics,#data visualization,#biotechnology,#electrical engineering,#gesture interface,#wellbeing,#autism research,#physiology,#human augmentation,#bionics,#health,#wearable computing,#machine learning,#data,#wearable computing,#behavioral science,#wellbeing,#human-machine interaction,#perception,#machine learning,#robotics,#cognition,#data,#crowdsourcing,#social media,#human-machine interaction,#music,#affective computing,#health,#wearable computing,#affective computing,#human-machine interaction,#music,#affective computing,#data,#health,#machine learning,#health,#wearable computing,#health,#wearable computing"
living-mobile,True,OnTheGo,True,,"#human-computer interaction,#art,#augmented reality,#bioengineering,#communications,#fashion,#human-machine interaction,#networks,#security,#storytelling,#wearable computing,#sensors,#interfaces,#social science,#archives,#data visualization,#history,#gesture interface,#robotics,#fashion,#human-machine interaction,#fashion,#wearable computing,#art,#fashion,#wearable computing,#fashion,#wearable computing,#human-machine interaction,#wearable computing"
affective-computing,True,Personalized Animated Movies,True,"#art,#human-machine interaction,#behavioral science,#affective computing","#robotics,#design,#virtual reality,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#economy,#fashion,#health,#human-machine interaction,#kids,#learning,#music,#neurobiology,#synthetic biology,#urban planning,#wearable computing,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#affective computing,#computer science,#space,#biology,#biomechanics,#data visualization,#biotechnology,#electrical engineering,#gesture interface,#wellbeing,#autism research,#physiology,#human augmentation,#bionics,#health,#wearable computing,#machine learning,#data,#wearable computing,#behavioral science,#wellbeing,#human-machine interaction,#perception,#machine learning,#robotics,#cognition,#data,#crowdsourcing,#social media,#human-machine interaction,#music,#affective computing,#health,#wearable computing,#affective computing,#human-machine interaction,#music,#affective computing,#data,#health,#machine learning,#health,#wearable computing,#health,#wearable computing"
affective-computing,True,Improving RNN Sequence Generation with RL,True,#machine learning,"#robotics,#design,#virtual reality,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#economy,#fashion,#health,#human-machine interaction,#kids,#learning,#music,#neurobiology,#synthetic biology,#urban planning,#wearable computing,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#affective computing,#computer science,#space,#biology,#biomechanics,#data visualization,#biotechnology,#electrical engineering,#gesture interface,#wellbeing,#autism research,#physiology,#human augmentation,#bionics,#health,#wearable computing,#machine learning,#data,#wearable computing,#behavioral science,#wellbeing,#human-machine interaction,#perception,#machine learning,#robotics,#cognition,#data,#crowdsourcing,#social media,#human-machine interaction,#music,#affective computing,#health,#wearable computing,#affective computing,#human-machine interaction,#music,#affective computing,#data,#health,#machine learning,#health,#wearable computing,#health,#wearable computing"
living-mobile,True,Activ8,True,,"#human-computer interaction,#art,#augmented reality,#bioengineering,#communications,#fashion,#human-machine interaction,#networks,#security,#storytelling,#wearable computing,#sensors,#interfaces,#social science,#archives,#data visualization,#history,#gesture interface,#robotics,#fashion,#human-machine interaction,#fashion,#wearable computing,#art,#fashion,#wearable computing,#fashion,#wearable computing,#human-machine interaction,#wearable computing"
living-mobile,True,CAPS: Curbing Assault to Protect Society,True,"#human-machine interaction,#wearable computing","#human-computer interaction,#art,#augmented reality,#bioengineering,#communications,#fashion,#human-machine interaction,#networks,#security,#storytelling,#wearable computing,#sensors,#interfaces,#social science,#archives,#data visualization,#history,#gesture interface,#robotics,#fashion,#human-machine interaction,#fashion,#wearable computing,#art,#fashion,#wearable computing,#fashion,#wearable computing,#human-machine interaction,#wearable computing"
living-mobile,True,Spellbound,True,,"#human-computer interaction,#art,#augmented reality,#bioengineering,#communications,#fashion,#human-machine interaction,#networks,#security,#storytelling,#wearable computing,#sensors,#interfaces,#social science,#archives,#data visualization,#history,#gesture interface,#robotics,#fashion,#human-machine interaction,#fashion,#wearable computing,#art,#fashion,#wearable computing,#fashion,#wearable computing,#human-machine interaction,#wearable computing"
affective-computing,True,Personalized Machine Learning for Autism Therapy,True,"#robotics,#human-computer interaction,#health,#human-machine interaction,#wearable computing,#sensors,#social science,#machine learning,#social robotics,#affective computing,#autism research,#human augmentation","#robotics,#design,#virtual reality,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#economy,#fashion,#health,#human-machine interaction,#kids,#learning,#music,#neurobiology,#synthetic biology,#urban planning,#wearable computing,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#affective computing,#computer science,#space,#biology,#biomechanics,#data visualization,#biotechnology,#electrical engineering,#gesture interface,#wellbeing,#autism research,#physiology,#human augmentation,#bionics,#health,#wearable computing,#machine learning,#data,#wearable computing,#behavioral science,#wellbeing,#human-machine interaction,#perception,#machine learning,#robotics,#cognition,#data,#crowdsourcing,#social media,#human-machine interaction,#music,#affective computing,#health,#wearable computing,#affective computing,#human-machine interaction,#music,#affective computing,#data,#health,#machine learning,#health,#wearable computing,#health,#wearable computing"
affective-computing,True,Behavioral Indications of Depression Severity,True,"#health,#wearable computing,#affective computing,#wellbeing","#robotics,#design,#virtual reality,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#economy,#fashion,#health,#human-machine interaction,#kids,#learning,#music,#neurobiology,#synthetic biology,#urban planning,#wearable computing,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#affective computing,#computer science,#space,#biology,#biomechanics,#data visualization,#biotechnology,#electrical engineering,#gesture interface,#wellbeing,#autism research,#physiology,#human augmentation,#bionics,#health,#wearable computing,#machine learning,#data,#wearable computing,#behavioral science,#wellbeing,#human-machine interaction,#perception,#machine learning,#robotics,#cognition,#data,#crowdsourcing,#social media,#human-machine interaction,#music,#affective computing,#health,#wearable computing,#affective computing,#human-machine interaction,#music,#affective computing,#data,#health,#machine learning,#health,#wearable computing,#health,#wearable computing"
living-mobile,True,Amphibian: Terrestrial SCUBA Diving Simulator Using Virtual Reality,True,,"#human-computer interaction,#art,#augmented reality,#bioengineering,#communications,#fashion,#human-machine interaction,#networks,#security,#storytelling,#wearable computing,#sensors,#interfaces,#social science,#archives,#data visualization,#history,#gesture interface,#robotics,#fashion,#human-machine interaction,#fashion,#wearable computing,#art,#fashion,#wearable computing,#fashion,#wearable computing,#human-machine interaction,#wearable computing"
affective-computing,True,Predicting Perceived Emotions in Animated GIFs with 3D Convolutional Neural Networks,True,"#crowdsourcing,#social media","#robotics,#design,#virtual reality,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#economy,#fashion,#health,#human-machine interaction,#kids,#learning,#music,#neurobiology,#synthetic biology,#urban planning,#wearable computing,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#affective computing,#computer science,#space,#biology,#biomechanics,#data visualization,#biotechnology,#electrical engineering,#gesture interface,#wellbeing,#autism research,#physiology,#human augmentation,#bionics,#health,#wearable computing,#machine learning,#data,#wearable computing,#behavioral science,#wellbeing,#human-machine interaction,#perception,#machine learning,#robotics,#cognition,#data,#crowdsourcing,#social media,#human-machine interaction,#music,#affective computing,#health,#wearable computing,#affective computing,#human-machine interaction,#music,#affective computing,#data,#health,#machine learning,#health,#wearable computing,#health,#wearable computing"
affective-computing,True,Predicting Bonding in Conversations,True,"#human-machine interaction,#perception,#machine learning,#machine learning","#robotics,#design,#virtual reality,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#economy,#fashion,#health,#human-machine interaction,#kids,#learning,#music,#neurobiology,#synthetic biology,#urban planning,#wearable computing,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#affective computing,#computer science,#space,#biology,#biomechanics,#data visualization,#biotechnology,#electrical engineering,#gesture interface,#wellbeing,#autism research,#physiology,#human augmentation,#bionics,#health,#wearable computing,#machine learning,#data,#wearable computing,#behavioral science,#wellbeing,#human-machine interaction,#perception,#machine learning,#robotics,#cognition,#data,#crowdsourcing,#social media,#human-machine interaction,#music,#affective computing,#health,#wearable computing,#affective computing,#human-machine interaction,#music,#affective computing,#data,#health,#machine learning,#health,#wearable computing,#health,#wearable computing"
living-mobile,True,ChromoSkin,True,"#fashion,#wearable computing","#human-computer interaction,#art,#augmented reality,#bioengineering,#communications,#fashion,#human-machine interaction,#networks,#security,#storytelling,#wearable computing,#sensors,#interfaces,#social science,#archives,#data visualization,#history,#gesture interface,#robotics,#fashion,#human-machine interaction,#fashion,#wearable computing,#art,#fashion,#wearable computing,#fashion,#wearable computing,#human-machine interaction,#wearable computing"
living-mobile,True,Variable Reality: Interaction with the Virtual Book,True,,"#human-computer interaction,#art,#augmented reality,#bioengineering,#communications,#fashion,#human-machine interaction,#networks,#security,#storytelling,#wearable computing,#sensors,#interfaces,#social science,#archives,#data visualization,#history,#gesture interface,#robotics,#fashion,#human-machine interaction,#fashion,#wearable computing,#art,#fashion,#wearable computing,#fashion,#wearable computing,#human-machine interaction,#wearable computing"
affective-computing,True,Wavelet-Based Motion Artifact Removal for Electrodermal Activity,True,,"#robotics,#design,#virtual reality,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#economy,#fashion,#health,#human-machine interaction,#kids,#learning,#music,#neurobiology,#synthetic biology,#urban planning,#wearable computing,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#affective computing,#computer science,#space,#biology,#biomechanics,#data visualization,#biotechnology,#electrical engineering,#gesture interface,#wellbeing,#autism research,#physiology,#human augmentation,#bionics,#health,#wearable computing,#machine learning,#data,#wearable computing,#behavioral science,#wellbeing,#human-machine interaction,#perception,#machine learning,#robotics,#cognition,#data,#crowdsourcing,#social media,#human-machine interaction,#music,#affective computing,#health,#wearable computing,#affective computing,#human-machine interaction,#music,#affective computing,#data,#health,#machine learning,#health,#wearable computing,#health,#wearable computing"
affective-computing,True,Affective Response to Haptic Signals,True,,"#robotics,#design,#virtual reality,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#economy,#fashion,#health,#human-machine interaction,#kids,#learning,#music,#neurobiology,#synthetic biology,#urban planning,#wearable computing,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#affective computing,#computer science,#space,#biology,#biomechanics,#data visualization,#biotechnology,#electrical engineering,#gesture interface,#wellbeing,#autism research,#physiology,#human augmentation,#bionics,#health,#wearable computing,#machine learning,#data,#wearable computing,#behavioral science,#wellbeing,#human-machine interaction,#perception,#machine learning,#robotics,#cognition,#data,#crowdsourcing,#social media,#human-machine interaction,#music,#affective computing,#health,#wearable computing,#affective computing,#human-machine interaction,#music,#affective computing,#data,#health,#machine learning,#health,#wearable computing,#health,#wearable computing"
affective-computing,True,Modulating Peripheral and Cortical Arousal Using a Musical Motor Response Task,True,"#human-machine interaction,#music,#affective computing","#robotics,#design,#virtual reality,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#economy,#fashion,#health,#human-machine interaction,#kids,#learning,#music,#neurobiology,#synthetic biology,#urban planning,#wearable computing,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#affective computing,#computer science,#space,#biology,#biomechanics,#data visualization,#biotechnology,#electrical engineering,#gesture interface,#wellbeing,#autism research,#physiology,#human augmentation,#bionics,#health,#wearable computing,#machine learning,#data,#wearable computing,#behavioral science,#wellbeing,#human-machine interaction,#perception,#machine learning,#robotics,#cognition,#data,#crowdsourcing,#social media,#human-machine interaction,#music,#affective computing,#health,#wearable computing,#affective computing,#human-machine interaction,#music,#affective computing,#data,#health,#machine learning,#health,#wearable computing,#health,#wearable computing"
affective-computing,True,FEEL: A Cloud System for Frequent Event and Biophysiological Signal Labeling,True,,"#robotics,#design,#virtual reality,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#economy,#fashion,#health,#human-machine interaction,#kids,#learning,#music,#neurobiology,#synthetic biology,#urban planning,#wearable computing,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#affective computing,#computer science,#space,#biology,#biomechanics,#data visualization,#biotechnology,#electrical engineering,#gesture interface,#wellbeing,#autism research,#physiology,#human augmentation,#bionics,#health,#wearable computing,#machine learning,#data,#wearable computing,#behavioral science,#wellbeing,#human-machine interaction,#perception,#machine learning,#robotics,#cognition,#data,#crowdsourcing,#social media,#human-machine interaction,#music,#affective computing,#health,#wearable computing,#affective computing,#human-machine interaction,#music,#affective computing,#data,#health,#machine learning,#health,#wearable computing,#health,#wearable computing"
affective-computing,True,StoryScape,True,,"#robotics,#design,#virtual reality,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#economy,#fashion,#health,#human-machine interaction,#kids,#learning,#music,#neurobiology,#synthetic biology,#urban planning,#wearable computing,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#affective computing,#computer science,#space,#biology,#biomechanics,#data visualization,#biotechnology,#electrical engineering,#gesture interface,#wellbeing,#autism research,#physiology,#human augmentation,#bionics,#health,#wearable computing,#machine learning,#data,#wearable computing,#behavioral science,#wellbeing,#human-machine interaction,#perception,#machine learning,#robotics,#cognition,#data,#crowdsourcing,#social media,#human-machine interaction,#music,#affective computing,#health,#wearable computing,#affective computing,#human-machine interaction,#music,#affective computing,#data,#health,#machine learning,#health,#wearable computing,#health,#wearable computing"
affective-computing,True,Building the Just-Right-Challenge in Games and Toys ,True,,"#robotics,#design,#virtual reality,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#economy,#fashion,#health,#human-machine interaction,#kids,#learning,#music,#neurobiology,#synthetic biology,#urban planning,#wearable computing,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#affective computing,#computer science,#space,#biology,#biomechanics,#data visualization,#biotechnology,#electrical engineering,#gesture interface,#wellbeing,#autism research,#physiology,#human augmentation,#bionics,#health,#wearable computing,#machine learning,#data,#wearable computing,#behavioral science,#wellbeing,#human-machine interaction,#perception,#machine learning,#robotics,#cognition,#data,#crowdsourcing,#social media,#human-machine interaction,#music,#affective computing,#health,#wearable computing,#affective computing,#human-machine interaction,#music,#affective computing,#data,#health,#machine learning,#health,#wearable computing,#health,#wearable computing"
