Giving the Head a Hand,David P. Cavallo,Research Scientist
Hacking the Sketchbook,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
CogNotes: Cognitive Assessment in Social Media-Enabled Creativity Tools,Tod Machover,Muriel R. Cooper Professor of Music and Media
Senseboard,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
CNSILK: Computer Numerically Controlled Silk Cocoon Construction,Neri Oxman,Associate Professor of Media Arts and Sciences
Hacking the Sketchbook,Jie Qi,Alexander W Dreyfoos (1954) Professor
Guilt Detection,Rosalind W. Picard,Professor of Media Arts and Sciences
Senseboard,James Patten,Jerome B. Wiesner Professor of Media Arts and Sciences
HackathonFAQ,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
HackathonFAQ,J Nathan Matias,Associate Professor of the Practice in Media Arts and Sciences
HackathonFAQ,Willow Brugh,Associate Professor of the Practice in Media Arts and Sciences
Common-Sense and Semantic Understanding for ARIA,Henry A. Lieberman,Visiting Scientist
Halo: Wearable Lighting,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
DeepView: Computational Tools for Chess Spectatorship,Kevin Slavin,Research Affiliate
Computers and Telephony,Chris Schmandt,Principal Research Scientist
Halo: Wearable Lighting,Nan Zhao,Alexander W Dreyfoos (1954) Professor
DeepView: Computational Tools for Chess Spectatorship,Gregory Borenstein,Research Affiliate
HandSCAPE,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
DICE: Display for Indirect Collaboration Environments,Mitchel Resnick,LEGO Papert Professor of Learning Research
DICE: Display for Indirect Collaboration Environments,Amon D. Millner,LEGO Papert Professor of Learning Research
Customizable Sensate Surface for Music Control,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
Customizable Sensate Surface for Music Control,Nan Zhao,Alexander W Dreyfoos (1954) Professor
Customizable Sensate Surface for Music Control,Nan-wei Gong,Alexander W Dreyfoos (1954) Professor
Customizable Sensate Surface for Music Control,Pragun Goyal,Alexander W Dreyfoos (1954) Professor
Customized Computer-Mediated Interventions,Rosalind W. Picard,Professor of Media Arts and Sciences
Detection and Analysis of Driver Stress,Rosalind W. Picard,Professor of Media Arts and Sciences
HandWave,Rosalind W. Picard,Professor of Media Arts and Sciences
Customized Computer-Mediated Interventions,Robert R. Morris,Professor of Media Arts and Sciences
dataCam: Taking Pictures in a Whole New Way,Michael J. Hawley,Research Scientist
Image Maps,Walter Bender,Senior Research Scientist
Improvitronic Islands,Chris Csikszentmihályi,Research Affiliate
Incentivizing Cooperation Using Social Pressure ,Alex 'Sandy' Pentland,Professor of Media Arts and Sciences
The Challenge,Rosalind W. Picard,Professor of Media Arts and Sciences
Incentivizing Cooperation Using Social Pressure ,Dhaval Adjodah,Professor of Media Arts and Sciences
Incentivizing Cooperation Using Social Pressure ,David Shrier,Professor of Media Arts and Sciences
The Challenge,Pattie Maes,Professor of Media Arts and Sciences
The Challenge,Natasha Jaques,Professor of Media Arts and Sciences
The Challenge,Niaja Farve,Professor of Media Arts and Sciences
Indoor Location Sensing Using Geo-Magnetism,Chris Schmandt,Principal Research Scientist
Studying the Evolution of Gene Drive Systems,Kevin Esvelt,Assistant Professor of Media Arts and Sciences
Indoor Location Sensing Using Geo-Magnetism,Joseph A. Paradiso,Principal Research Scientist
Storied Navigation,Glorianna Davenport,Visiting Scientist
Home Fabratory,Henry Holtzman,Research Affiliate
Studying the Evolution of Gene Drive Systems,Cody Gilleland,Assistant Professor of Media Arts and Sciences
Studying the Evolution of Gene Drive Systems,Jianghong Min,Assistant Professor of Media Arts and Sciences
Indoor Location Sensing Using Geo-Magnetism,Nan-wei Gong,Principal Research Scientist
Storied Navigation,Barbara A. Barry,Visiting Scientist
Storied Navigation,Henry A. Lieberman,Visiting Scientist
Systems Thinking Blocks,Mitchel Resnick,LEGO Papert Professor of Learning Research
Hook-Ups,Mitchel Resnick,LEGO Papert Professor of Learning Research
Hook-Ups,Amon D. Millner,LEGO Papert Professor of Learning Research
TagMe,Pattie Maes,Professor of Media Technology
TagMe,Judith Amores Fernandez,Professor of Media Technology
Tangible Spatial Narratives,Glorianna Davenport,Visiting Scientist
StoryNet,Glorianna Davenport,Visiting Scientist
StoryNet,Barbara A. Barry,Visiting Scientist
StoryNet,Marvin L. Minsky,Visiting Scientist
Tangible Query Interfaces,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
syngva: Encouraging the Expression of the Unspeakable,Tod Machover,Muriel R. Cooper Professor of Music and Media
"Digital Water Wall: Zaragoza, Spain",Susanne Seitinger,Research Affiliate
Happenstance,Glorianna Davenport,Visiting Scientist
"Digital Water Wall: Zaragoza, Spain",Ryan C. C. Chin,Research Affiliate
Happenstance,Brian Bradley,Visiting Scientist
Distributed Aperture Acoustic Transducers,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
Experiential Lighting: New User Interfaces for Lighting Control,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
Experiential Lighting: New User Interfaces for Lighting Control,Nan Zhao,Alexander W Dreyfoos (1954) Professor
Experiential Lighting: New User Interfaces for Lighting Control,Matthew Aldrich,Alexander W Dreyfoos (1954) Professor
Haptic Opposition,Chris Csikszentmihályi,Research Affiliate
Elvis: A Situation-Aware Conversational Chandelier,Deb Roy,Associate Professor of Media Arts and Sciences
Dual Reality Lab: Using Sensor Networks to Merge Real and Virtual,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
Hearplay,Chris Schmandt,Principal Research Scientist
Hearplay,Sean Wheeler,Principal Research Scientist
DoppelLab: Experiencing Multimodal Sensor Data,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
DoppelLab: Experiencing Multimodal Sensor Data,Brian Mayton,Alexander W Dreyfoos (1954) Professor
DoppelLab: Experiencing Multimodal Sensor Data,Gershon Dublon,Alexander W Dreyfoos (1954) Professor
E-Commerce When You Don't Know What You Want,Henry A. Lieberman,Visiting Scientist
HealthMap,Frank Moss,Professor of the Practice
Efficient Wireless Antenna Sharing,Andrew Lippman,Senior Research Scientist
Everything Tells a Story,V. Michael Bove,Principal Research Scientist
HandsOn: A Gestural System for Remote Collaboration Using Augmented Reality,Pattie Maes,Professor of Media Technology
Infinity-by-Nine,V. Michael Bove,Principal Research Scientist
HandsOn: A Gestural System for Remote Collaboration Using Augmented Reality,Kevin Wong,Professor of Media Technology
Infinity-by-Nine,Daniel Novy,Principal Research Scientist
InfoField,Henry Holtzman,Research Affiliate
inStink,Michael J. Hawley,Research Scientist
Information Pipette,Henry A. Lieberman,Visiting Scientist
Instructible Agents,Henry A. Lieberman,Visiting Scientist
Interactive Fountain,Tod Machover,Muriel R. Cooper Professor of Music and Media
Interactive C,Mitchel Resnick,LEGO Papert Professor of Learning Research
Interactive Scratch & Sniff,Michael J. Hawley,Research Scientist
inTouch,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Interface Tailor,Rosalind W. Picard,Professor of Media Arts and Sciences
InterPet Explorer,Irene Pepperberg,Research Scientist
IoT Recorder,Andrew Lippman,Senior Research Scientist
InterTwinkles,Chris Schmandt,Principal Research Scientist
IoT Recorder,Thariq Shihipar,Senior Research Scientist
Invention Kits for Kids,Mitchel Resnick,LEGO Papert Professor of Learning Research
Invention Kits for Kids,Amon D. Millner,LEGO Papert Professor of Learning Research
Invention Kits for Kids,Eric Rosenbaum,LEGO Papert Professor of Learning Research
Invention Kits for Kids,Natalie Rusk,LEGO Papert Professor of Learning Research
Digital Aura,Andrew Lippman,Senior Research Scientist
Digital Aura,Nadav Aharony,Senior Research Scientist
Television Meets Facebook: Social Networking via Consumer Electronics,Henry Holtzman,Research Affiliate
TellTale,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Ubiquitous Sensor Network Navigator and Media Explorer,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
Ubiquitous Sensor Network Navigator and Media Explorer,Nan-wei Gong,Alexander W Dreyfoos (1954) Professor
Human Motion Signatures,Rosalind W. Picard,Professor of Media Arts and Sciences
HR3D: Glasses-Free 3DTV,Henry Holtzman,Research Affiliate
HR3D: Glasses-Free 3DTV,Ramesh Raskar,Research Affiliate
Human Goal Network,Henry A. Lieberman,Visiting Scientist
Human Speechome Project,Deb Roy,Associate Professor of Media Arts and Sciences
Human Speechome Project,Soroush Vosoughi,Associate Professor of Media Arts and Sciences
Human Speechome Project,Michael Fleischman,Associate Professor of Media Arts and Sciences
Human Speechome Project,Philip DeCamp,Associate Professor of Media Arts and Sciences
Wall of Now,Andrew Lippman,Senior Research Scientist
Wall of Now,Tomer Weller,Senior Research Scientist
HouseFly: Immersive Video Browsing and Data Visualization,Deb Roy,Associate Professor of Media Arts and Sciences
HouseFly: Immersive Video Browsing and Data Visualization,Philip DeCamp,Associate Professor of Media Arts and Sciences
Hybrid Objects,Pattie Maes,Professor of Media Technology
Hybrid Objects,Valentin Heun,Professor of Media Technology
Jeux Deux,Tod Machover,Muriel R. Cooper Professor of Music and Media
Jabberstamp,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Jots,Mitchel Resnick,LEGO Papert Professor of Learning Research
Junkyard Jumbotron,Andrew Lippman,Senior Research Scientist
Jots,Eric Rosenbaum,LEGO Papert Professor of Learning Research
Junkyard Jumbotron,Rahul Bhargava,Senior Research Scientist
Junkyard Jumbotron,Chris Csikszentmihályi,Senior Research Scientist
Junkyard Jumbotron,Richard D. Borovoy,Senior Research Scientist
Kaoss,Tod Machover,Muriel R. Cooper Professor of Music and Media
Justify,Henry A. Lieberman,Visiting Scientist
Kairoscope: Social Time,Henry Holtzman,Research Affiliate
Justify,Christopher Fry,Visiting Scientist
KidCAD,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Kaleido: Idiosyncractic Graphical Interfaces for Software Development,David Small,Associate Professor of MAS
kiNET,Chris Csikszentmihályi,Research Affiliate
Kinetic Sketch-Up,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Knothole,Chris Schmandt,Principal Research Scientist
Knothole,Stefan Johannes Walter Marti,Principal Research Scientist
LampMail,Chris Schmandt,Principal Research Scientist
Know Your Exit,Robert R. Morris,Research Assistant
Hyperviolin Bow,Tod Machover,Muriel R. Cooper Professor of Music and Media
Lab-Wide and Wearable Sensor and Video Network,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
Learning About Motion,Mitchel Resnick,LEGO Papert Professor of Learning Research
Hyperinstruments,Tod Machover,Muriel R. Cooper Professor of Music and Media
Hyphos,Michael J. Hawley,Research Scientist
Landscape of Words,Judith S. Donath,Research Scientist
Hyperscore in the Hospital,Tod Machover,Muriel R. Cooper Professor of Music and Media
Hyperinstruments,Rebecca Kleinberger,Muriel R. Cooper Professor of Music and Media
Hyperinstruments,Tristan Jehan,Muriel R. Cooper Professor of Music and Media
iCom,V. Michael Bove,Principal Research Scientist
I/O Brush,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
I'm Listening,Frank Moss,Professor of the Practice
I/O Brush,Stefan Johannes Walter Marti,Jerome B. Wiesner Professor of Media Arts and Sciences
I'm Listening,John Moore,Professor of the Practice
I/O Stickers,Cynthia Breazeal,Associate Professor of Media Arts and Sciences
I/O Stickers,Jie Qi,Associate Professor of Media Arts and Sciences
I/O Stickers,Leah Buechley,Associate Professor of Media Arts and Sciences
ID/entity,Kelly Dobson,Research Affiliate
ID/entity,Judith S. Donath,Research Affiliate
"Identity Convergence: Physical, Digital, and Beyond",Dazza J. Greenwood,Visiting Scientist
If These Walls Could Tweet,Henry Holtzman,Research Affiliate
Identity Signals,Judith S. Donath,Research Scientist
Landman Report Card,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
"SenseTable II, Passive Tag Version",Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Media Matrix,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
"SenseTable II, Passive Tag Version",Richard R. Fletcher,Jerome B. Wiesner Professor of Media Arts and Sciences
Illuminating Clay,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Medina,Judith S. Donath,Research Scientist
mediaBlocks,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
DeepStream,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
DeepStream,Gordon Mangum,Associate Professor of the Practice in Media Arts and Sciences
Codesign Toolkit,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
Mega-Change in Learning,Seymour A. Papert,Professor
Codesign Toolkit,Molly Sauter,Associate Professor of the Practice in Media Arts and Sciences
Codesign Toolkit,Rahul Bhargava,Associate Professor of the Practice in Media Arts and Sciences
Medley,Andrew Lippman,Senior Research Scientist
Mega-Change in Learning,David P. Cavallo,Professor
Medley,Nadav Aharony,Senior Research Scientist
Medley,Polychronis Ypodimatopoulos,Senior Research Scientist
Mindful Camera,Glorianna Davenport,Visiting Scientist
Mindful Camera,Barbara A. Barry,Visiting Scientist
MirrorFugue II,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
MicroPsi: An Architecture for Motivated Cognition,Kevin Slavin,Research Affiliate
MirrorFugue II,Xiao Xiao,Jerome B. Wiesner Professor of Media Arts and Sciences
MirrorFugue,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
MicroPsi: An Architecture for Motivated Cognition,Joscha Bach,Research Affiliate
MirrorFugue,Xiao Xiao,Jerome B. Wiesner Professor of Media Arts and Sciences
Mobile Scratch,Mitchel Resnick,LEGO Papert Professor of Learning Research
Moca,Frank Moss,Professor of the Practice
Mobile Scratch,John H. Maloney,LEGO Papert Professor of Learning Research
Mobile Scratch,Karen Brennan,LEGO Papert Professor of Learning Research
Mobile Scratch,Jay Saul Silver,LEGO Papert Professor of Learning Research
Sensor Fusion for Gesture Analyses of Baseball Pitching,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
Sensor Fusion for Gesture Analyses of Baseball Pitching,Michael Lapinski,Alexander W Dreyfoos (1954) Professor
Nostalgia Room,Henry Holtzman,Research Affiliate
Nostalgia Room,Pattie Maes,Research Affiliate
Mobile Video D-Touch,Pattie Maes,Professor of Media Technology
Modeling Musical Structure,Barry L. Vercoe,Professor Emeritus
Open Water Project,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
Modular Light for Better Sleep,Rosalind W. Picard,Professor of Media Arts and Sciences
Open Source Consumer Electronics,Mitchel Resnick,LEGO Papert Professor of Learning Research
Open Water Project,Catherine D'Ignazio,Associate Professor of the Practice in Media Arts and Sciences
Open Government Information Awareness,Chris Csikszentmihályi,Research Affiliate
Modular Light for Better Sleep,Akane Sano,Professor of Media Arts and Sciences
Open Source Consumer Electronics,David A. Mellis,LEGO Papert Professor of Learning Research
Open Source Consumer Electronics,Leah Buechley,LEGO Papert Professor of Learning Research
MOMA,Neil A. Gershenfeld,"Director, Center for Bits and Atoms"
MOMA,Ernest Rehmi Post,"Director, Center for Bits and Atoms"
Self-Organized Pixellated Vibrotactile Input-Output Device,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
LazyTruth,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
On the Reidentifiability of Credit Card Metadata,Alex 'Sandy' Pentland,Professor of Media Arts and Sciences
LaserWall,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
LazyTruth,Rahul Bhargava,Associate Professor of the Practice in Media Arts and Sciences
LazyTruth,Matthew Stempeck,Associate Professor of the Practice in Media Arts and Sciences
On the Reidentifiability of Credit Card Metadata,Yves-Alexandre de Montjoye,Professor of Media Arts and Sciences
Learning Companion,Rosalind W. Picard,Professor of Media Arts and Sciences
MusicBox: Navigating the Space of Your Music,Tod Machover,Muriel R. Cooper Professor of Music and Media
Learning Engineering by Designing Robots,Mitchel Resnick,LEGO Papert Professor of Learning Research
Learning Companion,Robert A. Reilly,Professor of Media Arts and Sciences
Learning Companion,Selene Mota,Professor of Media Arts and Sciences
Learning Companion,Timothy Bickmore,Professor of Media Arts and Sciences
Learning the Meaning of Music,Barry L. Vercoe,Professor Emeritus
Sensepad Medication Monitor,Neil A. Gershenfeld,"Director, Center for Bits and Atoms"
Sensepad Medication Monitor,Richard R. Fletcher,"Director, Center for Bits and Atoms"
Melody Retrieval on the Web,Barry L. Vercoe,Professor Emeritus
MemTable,Pattie Maes,Professor of Media Technology
MessageMe,Catherine Havasi,Research Affiliate
MelodyMorph,Mitchel Resnick,LEGO Papert Professor of Learning Research
MelodyMorph,Eric Rosenbaum,LEGO Papert Professor of Learning Research
Meta Meta Project,Henry Holtzman,Research Affiliate
Meteorite Museum,Tod Machover,Muriel R. Cooper Professor of Music and Media
Metarchivist,V. Michael Bove,Principal Research Scientist
Metafor: Programming by Storytelling,Pattie Maes,Professor of Media Technology
The Frustration of Learning Monopoly,Rosalind W. Picard,Professor of Media Arts and Sciences
Metafor: Programming by Storytelling,Henry A. Lieberman,Professor of Media Technology
The Frustration of Learning Monopoly,Elliott Hedman,Professor of Media Arts and Sciences
Metazine,Henry Holtzman,Research Affiliate
Metaoperating Systems,Neil A. Gershenfeld,"Director, Center for Bits and Atoms"
Metaoperating Systems,Edward Boyden,"Director, Center for Bits and Atoms"
"Metatherapy: Customized, Adaptive Therapy Systems",Edward Boyden,Associate Professor of Media Arts and Sciences
"Metatherapy: Customized, Adaptive Therapy Systems",Barbara A. Barry,Associate Professor of Media Arts and Sciences
Metropath(ologies),Judith S. Donath,Research Scientist
Microfluidic Logic,Neil A. Gershenfeld,"Director, Center for Bits and Atoms"
SpaceBox: Location-Based Messaging,Chris Schmandt,Principal Research Scientist
Midas,Pattie Maes,Professor of Media Technology
Midas,Sajid Sadi,Professor of Media Technology
Speechome Recorder for the Study of Child Development Disorders,Deb Roy,Associate Professor of Media Arts and Sciences
Speechome Recorder for the Study of Child Development Disorders,Matthew S. Goodwin,Associate Professor of Media Arts and Sciences
Speechome Recorder for the Study of Child Development Disorders,Soroush Vosoughi,Associate Professor of Media Arts and Sciences
Speechome Recorder for the Study of Child Development Disorders,Philip DeCamp,Associate Professor of Media Arts and Sciences
Microculture,Sepandar Kamvar,Lab Manager
Microculture,Yonatan Cohen,Lab Manager
Drift Bottle,V. Michael Bove,Principal Research Scientist
Drift Bottle,Lingyun Sun,Principal Research Scientist
LensChat: Sharing Photos with Strangers,Ramesh Raskar,Associate Professor of Media Arts and Sciences
LensChat: Sharing Photos with Strangers,Nikhil Naik,Associate Professor of Media Arts and Sciences
Moodtrack,Walter Bender,Senior Research Scientist
Tableau,Henry Holtzman,Research Affiliate
Tableau,John Kestner,Research Affiliate
tailor,Chris Schmandt,Principal Research Scientist
Tangible Programming with LEGO Bricks,Mitchel Resnick,LEGO Papert Professor of Learning Research
Village Visualizer,Mitchel Resnick,LEGO Papert Professor of Learning Research
Monkey Business,Chris Schmandt,Principal Research Scientist
Village Visualizer,Elisabeth Sylvan,LEGO Papert Professor of Learning Research
Monkey Business,Stefan Johannes Walter Marti,Principal Research Scientist
MonkeyToGo,Chris Schmandt,Principal Research Scientist
Moral Sensors,Rosalind W. Picard,Professor of Media Arts and Sciences
Dressed in Data,V. Michael Bove,Principal Research Scientist
Dressed in Data,Laura Perovich,Principal Research Scientist
Mountain,Judith S. Donath,Research Scientist
Mr. Java:  Customer Support,Rosalind W. Picard,Professor of Media Arts and Sciences
MOVITS,Glorianna Davenport,Visiting Scientist
"MTM ""Little John""",Pattie Maes,Professor of Media Technology
Move Your Glass,Pattie Maes,Professor of Media Technology
LifeNet: Common-Sense Physics,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
"MTM ""Little John""",Natan Linder,Professor of Media Technology
Move Your Glass,Niaja Farve,Professor of Media Technology
Learning Words for Actions,Deb Roy,Associate Professor of Media Arts and Sciences
LifeNet: Common-Sense Physics,Marvin L. Minsky,Alexander W Dreyfoos (1954) Professor
Learning Words for Actions,Michael Fleischman,Associate Professor of Media Arts and Sciences
LilyPond,Leah Buechley,Associate Professor
LilyTiny,Leah Buechley,Associate Professor
Linear Mandala,Henry Holtzman,Research Affiliate
LilyPad Arduino,Leah Buechley,Associate Professor
LipSync,Andrew Lippman,Senior Research Scientist
ListenIn,Chris Schmandt,Principal Research Scientist
Linked Spaces,Judith S. Donath,Research Scientist
LiveWeb,Judith S. Donath,Research Scientist
Live Trace,Chris Schmandt,Principal Research Scientist
Living Wall,Leah Buechley,Associate Professor
Load Plateau,Judith S. Donath,Research Scientist
Living Wall,David A. Mellis,Associate Professor
Point & Shoot Data,Andrew Lippman,Senior Research Scientist
LocoRadio,Chris Schmandt,Principal Research Scientist
Sensetable,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Point & Shoot Data,Travis Rich,Senior Research Scientist
Sensetable,James Patten,Jerome B. Wiesner Professor of Media Arts and Sciences
Mycrocosm,Judith S. Donath,Research Scientist
NetWeight,Michael J. Hawley,Research Scientist
Net-Hockey,Andrew Lippman,Senior Research Scientist
Network Music Performance,Barry L. Vercoe,Professor Emeritus
New Day New Standard: (646) 699-3989,Leo Burd,Project Director
New Day New Standard: (646) 699-3989,Rahul Bhargava,Project Director
Triangles,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
NetStories,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
News Positioning System,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
News Positioning System,Chris Csikszentmihályi,Associate Professor of the Practice in Media Arts and Sciences
Newsgroup Database (NGDB),Judith S. Donath,Research Scientist
Newsflow: Where News Happens,David Small,Associate Professor of MAS
Gesture Recognition Toolkit,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
NewsPad,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
NewsPad,J Nathan Matias,Associate Professor of the Practice in Media Arts and Sciences
Microcontrollers As Material,Jie Qi,Research Affiliate
Mime,Chris Schmandt,Principal Research Scientist
Minecraft.Print(),Alex 'Sandy' Pentland,Professor of Media Arts and Sciences
Microcontrollers As Material,David A. Mellis,Research Affiliate
Microcontrollers As Material,Leah Buechley,Research Affiliate
Functional Integration for Embedded Intelligence,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
Groggy Wakeup: An Automated Framework for Power-Efficient Detection in Smart Sensor Systems,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
Hear&There,Judith S. Donath,Research Scientist
Grounding Spatial Language: Robots and Maps,Deb Roy,Associate Professor of Media Arts and Sciences
MindRider,Henry Holtzman,Research Affiliate
Hermes: Homeostatic Control for a Conversational Mobile Robot,Deb Roy,Associate Professor of Media Arts and Sciences
Mindless Machine,Chris Schmandt,Principal Research Scientist
"Hello, Operator!",Kevin Slavin,Research Affiliate
"Hello, Operator!",Michael Lazer Walker,Research Affiliate
Infinite Digital Videodisc,Andrew Lippman,Senior Research Scientist
MakeBelieve: Interactive Computer Story Generation Using Common Sense,Henry A. Lieberman,Visiting Scientist
Mixer-Subverter,Glorianna Davenport,Visiting Scientist
MugShots,Chris Schmandt,Principal Research Scientist
MugShots,Cindy Hsin-Liu Kao,Principal Research Scientist
Multi-Lingual ConceptNet,Henry A. Lieberman,Visiting Scientist
Multilingual Educational Chat Assistant,Henry A. Lieberman,Visiting Scientist
Multi-Modal-Mixer (MMM),Tod Machover,Muriel R. Cooper Professor of Music and Media
Multimedia Bed,Winslow S. Burleson,Research Assistant
Murmurized,Judith S. Donath,Research Scientist
Multilingual Common Sense,Henry A. Lieberman,Visiting Scientist
Music Visualization,Tod Machover,Muriel R. Cooper Professor of Music and Media
Music Toys,Tod Machover,Muriel R. Cooper Professor of Music and Media
NetScratch,Mitchel Resnick,LEGO Papert Professor of Learning Research
NetScratch,John H. Maloney,LEGO Papert Professor of Learning Research
Music in the Garden,Tod Machover,Muriel R. Cooper Professor of Music and Media
Music Shapers,Tod Machover,Muriel R. Cooper Professor of Music and Media
Musical Jacket,Tod Machover,Muriel R. Cooper Professor of Music and Media
musicbox,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Musicscape,Chris Schmandt,Principal Research Scientist
Musical Preference Understanding,Barry L. Vercoe,Professor Emeritus
Text Editor for Augmented Writing,Pattie Maes,Professor of Media Technology
Red Ink,Chris Csikszentmihályi,Research Affiliate
Reflectance Acquisition Using Ultrafast Imaging,Ramesh Raskar,Associate Professor of Media Arts and Sciences
Redesigning Urban Learning Environments,Seymour A. Papert,Professor
Reflectance Acquisition Using Ultrafast Imaging,Nikhil Naik,Associate Professor of Media Arts and Sciences
Redesigning Urban Learning Environments,David P. Cavallo,Professor
Rehab Sound Sculptor,Tod Machover,Muriel R. Cooper Professor of Music and Media
Yenta: Matchmaking Agents,Pattie Maes,Professor of Media Technology
ReflectOns: Mental Prostheses for Self-Reflection,Pattie Maes,Professor of Media Technology
ReflectOns: Mental Prostheses for Self-Reflection,Sajid Sadi,Professor of Media Technology
Origami Desk,Michael J. Hawley,Research Scientist
Origami Desk,Ernest Rehmi Post,Research Scientist
Origami Desk,Richard R. Fletcher,Research Scientist
originalMachines,Cynthia Breazeal,Associate Professor of Media Arts and Sciences
PalimPost,Pattie Maes,Professor of Media Technology
PalimPost,Henry Holtzman,Professor of Media Technology
PageOneX,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
PageOneX,Rahul Bhargava,Associate Professor of the Practice in Media Arts and Sciences
PageOneX,Edward Platt,Associate Professor of the Practice in Media Arts and Sciences
Palimpsest,Stefan P. Agamanolis,Research Assistant
Panoply,Rosalind W. Picard,Professor of Media Arts and Sciences
Panoply,Robert R. Morris,Professor of Media Arts and Sciences
Part.Preview,Henry Holtzman,Research Affiliate
Affective Tangibles,Rosalind W. Picard,Professor of Media Arts and Sciences
Participatory Simulations,Mitchel Resnick,LEGO Papert Professor of Learning Research
Papert's World,Glorianna Davenport,Visiting Scientist
Participatory Networked Camera,Glorianna Davenport,Visiting Scientist
Patent Semantics,Deb Roy,Associate Professor of Media Arts and Sciences
Pavlov,Chris Schmandt,Principal Research Scientist
Pasts and Presents,Judith S. Donath,Research Scientist
Looking Around Corners,Ramesh Raskar,Associate Professor of Media Arts and Sciences
Pavlov,Sujoy Kumar Chowdhury,Principal Research Scientist
Looking Around Corners,Achuta Kadambi,Associate Professor of Media Arts and Sciences
Looking Around Corners,Ayush Bhandari,Associate Professor of Media Arts and Sciences
Looking Around Corners,Micha Feigin-Almon,Associate Professor of Media Arts and Sciences
Looking Around Corners,Nikhil Naik,Associate Professor of Media Arts and Sciences
Looking Around Corners,Otkrist Gupta,Associate Professor of Media Arts and Sciences
Loom 1,Judith S. Donath,Research Scientist
Loom2,Judith S. Donath,Research Scientist
Loops,Tod Machover,Muriel R. Cooper Professor of Music and Media
LostInBoston.org,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
EncuestaCDMX,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
LostInBoston.org,Rahul Bhargava,Associate Professor of the Practice in Media Arts and Sciences
LostInBoston.org,Chris Csikszentmihályi,Associate Professor of the Practice in Media Arts and Sciences
LostInBoston.org,Richard D. Borovoy,Associate Professor of the Practice in Media Arts and Sciences
EncuestaCDMX,Emilie Reiser,Associate Professor of the Practice in Media Arts and Sciences
EncuestaCDMX,Erhardt Graeff,Associate Professor of the Practice in Media Arts and Sciences
EncuestaCDMX,Rahul Bhargava,Associate Professor of the Practice in Media Arts and Sciences
LumiTouch,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Luminous Room/Urp,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
